Year,BTS.APEX.PRED.BIOM,BTS.MOTILE.EPI.BIOM,SSL.WEST.PUP.PRED,SSL.WEST.NP.PRED,SSL.EAST.PUP.PRED,SSL.EAST.NP.PRED,SSL.CENT.PUP.PRED,SSL.CENT.NP.PRED,SB.REPSUC.COMU.CHOW,SB.REPSUC.TBMU.CHOW,SB.REPSUC.HPUFF.CHOW,SB.REPSUC.TPUF.CHOW,SB.REPSUC.BLK.CHOW,SB.REPSUC.PAUK.CHOW,SB.REPSUC.TPUF.AMAT,SB.REPSUC.BLK.AMAT,SB.REPSUC.FTSP.AMAT,FOCI.ICH.AMMPER,FOCI.ICH.ATHSTO,FOCI.ICH.BATSPP,FOCI.ICH.GADCHA,FOCI.ICH.GADMAC,FOCI.ICH.HIPELA,FOCI.ICH.HIPSTE,FOCI.ICH.LEPBIL,FOCI.ICH.LEPPOL,FOCI.ICH.PLASTE,FOCI.ICH.SEBSPP,FOCI.ICH.STELEU,SHEL.APRMAY.WINDDIR,CHLA.BIOM,CHLA.PEAK,MID.IL.CAPELIN,SST.COASTWATCH.JUNJULAUG,BTS.WGOA.TEMP.SUM.1TO5M,BTS.WGOA.TEMP.SUM.195TO205M,LL.WGOA.TEMP.SUM.246TO255M,SWLN.TEMP.FALL.0TO10M,SWLN.TEMP.SPR.0TO10M,SWLN.TEMP.FALL.176TO226M,SWLN.TEMP.SPR.176TO226M,ADFG.LMESH.TEMP.SUMM.BTTM,SWDLN.SM.CAL.COP.SPR,SWDLN.SM.CAL.COP.FLL,SWDLN.LG.CAL.COP.SPR,SWDLN.LG.CAL.COP.FLL,SWDLN.COP.CMMTY.SZ.SPR,PDO.DJF,ENSO.DJ,EKE.REGC.DJF,EKE.REGC.MAM,EKE.REGC.JJA,EKE.REGD.DJF,EKE.REGD.MAM,EKE.REGD.JJA,SBRD.MEANHATCH.COMU.CHOW,SBRD.MEANHATCH.TBMU.CHOW,SBRD.MEANHATCH.PAAU.CHOW,SBRD.MEANHATCH.HOPU.CHOW,SBRD.MEANHATCH.TUPU.CHOW,SBRD.MEANHATCH.TUPU.CHOW,SBRD.MEANHATCH.GWGU.CHOW,PAV.SHRIMP.CPUE,PAV.CAPELIN.CPUE,PAV.EULACHON.CPUE,PAV.P.COD.CPUE,PAV.POLLOCK.CPUE,PAV.JELLY.CPUE,CHI.SHRIMP.CPUE,CHI.DOGFISH.CPUE,CHI.EULACHON.CPUE,CHI.P.COD.CPUE,CHI.POLLOCK.CPUE,CHI.JELLY.CPUE,PWS.CO,PWS.PI,KOD.CO,KOD.PI,CI.CO,CI.PI,CH.CO,CH.PI,SP.CO,AKCLIM_GOA_N60W149,AKCLIM_GOA_N60W146,AKCLIM_GOA_wgoa.win.sst,AKCLIM_GOA_wgoa.spr.sst
2007,2641.684427,7619.162515,2287.388439,6831.260211,883.9983394,4360.530839,1877.703634,5090.3944,0.52,0.48,0.44,0.13,0.18,0.25,0.58,0.03,0.18,125.362,4.322,2.619,183.569,33.269,80.035,2.178,3.479,22.001,29.603,28.05,7.308,NA,2.01921341,144,0.09,10.16043478,8.143788558,4.894492971,4.887919137,12.63,5.73,4.96,4.93,5.12196,0.052313432,0.051598232,0.188251451,0.028133409,0.782539201,0.063333333,0.6,236,402,80.66666667,73.73333333,85.9,493.8,207,205,183,220,211,205,188,-0.928929222,-4.605170186,-1.853386781,2.126742508,5.440256274,3.86770189,1.236133506,0.514319492,-1.476011764,1.666054497,6.087746122,3.267410397,13.21881836,17.56156526,12.61418092,15.98897236,12.06226578,13.42257019,11.9924895,14.68678677,12.33512967,2.130434783,0.760869565,-0.539506073,-0.419995297
2008,,,2421.10137,7205.550087,941.1891423,4624.090655,1972.419465,5182.594166,NA,NA,NA,NA,NA,NA,0.66,0.4,0.08,93.153,0.998,57.803,181.038,20.817,27.191,0.301,1.847,13.009,0.375,42.438,2.026,NA,2.1515135,152,0.48,9.61173913,,,5.386622743,11.39,4.99,5.25,5.17,5.458868176,0.044079045,0.038676422,0.081502363,0.020964611,0.649000231,-0.783333333,-1.1,245.3333333,326,73.33333333,206.6666667,68,64.86666667,,,,,,,,-0.076723064,-4.415039617,-3.222778415,1.316408238,6.60924411,3.33030671,2.259182551,-4.605170186,-0.085403076,2.507360993,4.967202166,3.890830359,12.61358898,16.72558712,12.57329922,17.13509809,11.9459344,14.00088495,11.61162988,14.15792226,12.42497522,-1.336956522,-3.717391304,-0.525662363,-0.515396448
2009,2935.66656,10455.30203,2519.381074,7542.759615,1003.772349,4906.095179,2081.75814,5327.29031,0.56,0.4,0.27,0.4,0,0.23,0.86,0.01,0.12,26.805,0.456,18.346,148.498,14.594,36.338,0,1.777,2.989,1.384,45.94,1.602,60.37799156,3.040136217,136,0.48,9.88423913,8.043443165,5.10440143,5.072811605,11.38,6.16,5.17,5.25,5.321343511,0.044213988,0.050024924,0.127535537,0.02429679,0.742567044,-1.273333333,-1,83,90.33333333,102,61.13333333,47.06666667,31.26666667,207,201,182,211,206,193,182,1.927895726,-4.244818899,-3.021396079,3.391806769,5.148805496,3.0730695,0.988895463,-4.605170186,0.386718716,3.42259642,6.149290843,2.947755685,12.78596154,18.0807016,12.49287433,15.9975986,12.24597582,13.25500087,11.97791027,13.10171567,12.01263958,3.086956522,1.489130435,-0.769324253,-0.309307754
2010,,,2581.798784,7821.769874,1059.654349,5226.445139,2187.871177,5574.330171,0.44,0.42,0.57,0.26,0.22,0.58,0.47,0.09,0.09,24.199,0.203,33.156,391.508,3.172,19.092,0.171,5.561,0.54,1.417,69.916,3.563,66.57074831,1.906818998,136,0.22,9.728913043,,,4.789509631,12.96,6.79,4.74,5.92,6.071401274,0.076877331,0.031610054,0.168856516,0.025181795,0.687152048,0.576666667,0.9,174,347.3333333,255.6666667,149.0666667,92.03333333,118.7,206,201,185,212,209,195,182,1.522243524,-3.836180416,-0.863456738,3.39562186,4.594768529,3.789945419,2.260917876,0.096824213,-4.605170186,1.333245132,5.22995465,2.356463098,12.74599871,17.30288402,12.14672065,16.62746439,11.46629497,12.88924524,11.24886877,13.71587474,11.94134509,5.032608696,-2.641304348,0.297338883,0.309445685
2011,2456.093591,7232.090532,2619.334842,8054.22388,1104.87278,5535.576231,2284.71224,5905.318152,0.15,0.08,0.05,0,0,0.15,0.46,0,0.1,9.061,3.664,75.272,180.778,2.639,59.987,0.955,2.576,2.56,1.754,182.192,3.054,81.16714891,2.499079266,136,0.38,9.960978261,8.287732228,5.22895771,5.042045033,10.74,6.48,5.35,5.3,5.710982906,0.021409133,0.068662535,0.10033451,0.023071544,0.824145786,-0.986666667,-1.8,179,159.3333333,316,261.6333333,119.2,33.36666667,201,200,187,214,206,,191,0.629844118,-4.363335486,-0.517823077,2.378730987,5.141096586,2.990001829,3.353776393,1.098195539,-0.736004628,1.950720005,5.127012021,3.270899376,12.21532471,17.10201733,12.24776626,16.64123979,11.58019151,13.4951207,10.41382306,11.83288352,11.42883708,3.369565217,-3.72826087,0.269945923,0.38980745
2012,,,2639.434968,8217.298274,1125.2933,5756.692616,2367.769519,6362.180043,0.57,0.53,0.4,0.43,0.04,0.41,NA,NA,NA,,,,,,,,,,,,,52.06675359,1.770449475,152,0.55,9.509130435,,,5.010868272,11.09,6.24,5.29,5.29,5.422078947,0.051288378,0.072393647,0.147040054,0.027063843,0.741396745,-1.34,-1.1,136,198.6666667,108,34.06666667,359.3,657.1666667,198,197,185,213,209,188,188,1.645841342,-3.727465066,-2.851185691,3.921714378,3.582546324,4.207793746,2.901154561,0.522507117,1.138408631,2.949688332,5.908469062,2.523222766,13.3762813,18.30756945,12.50172289,17.15455466,12.49326085,14.57956391,10.38322491,13.6783979,12.59428308,4.543478261,-2.152173913,-0.738394356,-0.395308923
2013,1998.293443,7273.428548,2657.576471,8330.853219,1126.265558,5902.221319,2431.888489,6912.87251,0.45,0.32,0.16,0.29,0.01,0.33,0.23,0.41,0.1,21.22,2.85,40.719,1871.007,55.656,32.293,1.469,10.458,13.207,4.516,145.927,2.484,12.2989772,2.302499404,128,0.56,10.42891304,8.561831772,5.043305762,5.0509199,11.18,5.21,5.24,5.1,5.594925776,0.08287938,0.037186702,0.197365403,0.030637044,0.704260757,-0.346666667,-0.43,196,123.6666667,49.66666667,44.6,392.8333333,196.4666667,206,202,182,215,208,197,181,0.521306273,-4.605170186,-3.260172004,3.548467295,5.539502758,3.843951354,3.397120893,-0.977501441,-0.147929106,3.510798914,5.06863728,2.545362193,13.33047775,17.60671365,13.06481053,16.18340566,11.83653678,13.72613821,11.79403599,12.77171595,12.60410016,5.717391304,-0.239130435,0.048303917,-0.033111437
2014,,,2679.254053,8420.054289,1108.370895,5980.769547,2471.916731,7500.175262,0.61,0.44,0.54,0.76,0.51,0.44,0.4,0.11,0.14,,,,,,,,,,,,,95.19061193,2.07316117,144,0.08,11.40565217,,,5.150960912,13.33,6.84,5.43,5.51,5.980626598,0.065075329,0.075454831,0.219073504,0.028803535,0.770981538,0.09,-0.42,107,127.6666667,346.6666667,25.13333333,14.76666667,40.73333333,201,201,183,208,196,192,179,-0.141722461,-4.605170186,0.002338558,2.273671082,5.822310293,3.523680762,2.735685665,1.719860608,0.04362063,2.321921901,6.224292505,1.361278058,12.28995873,18.40080432,12.88953811,17.3127752,12.30524807,15.67754022,11.31514503,14.49770396,12.51197889,-0.195652174,-7.434782609,0.804075931,1.39560476
2015,2049.286937,12461.03129,2715.723579,8460.053382,1083.157815,5943.468623,2507.167731,8047.199454,0,0,0.03,0.31,0,0.29,NA,NA,NA,16.499,1.598,19.607,13.846,0.37,8.412,0.054,3.341,0.431,0.44,350.205,7.779,118.4089081,1.503747913,152,0.06,11.565,10.45518596,5.373178912,4.908998811,12.51,7.22,5.48,6.1,6.350902349,0.043923238,0.044986573,0.342313945,0.015296271,0.886279105,2.42,0.55,210.6666667,264.6666667,30.33333333,78.4,208.8333333,470.4666667,,,185,210,207,,179,0.515738214,-4.605170186,-3.669123746,3.616933553,5.631250597,3.794103884,3.600140293,1.859223385,1.683726569,2.490101458,4.879381327,2.481291859,13.0760283,16.29948703,12.2382639,15.0036006,11.91256028,13.08592551,11.45527517,11.85590505,12.15948929,2.347826087,-2.52173913,1.843249428,1.728307412
2016,,,2753.202165,8490.890535,1059.186843,5771.708488,2543.474362,8417.630442,0.48,0.42,0.74,0.81,0.32,0.74,NA,0,0.1,,,,,,,,,,,,,88.12556144,1.542555212,168,0.01,12.33336957,,,4.864984335,13.07,9.52,6.02,6.11,7.019774834,0.112781311,0.055623793,0.382457048,0.012798113,0.772268627,1.43,2.48,148,877.3333333,826.6666667,209.7333333,75.86666667,38.33333333,207,213,184,202,197,202,178,,,,,,,4.49403985,1.172482118,1.616059441,2.995950984,4.697928968,2.563789057,13.23382604,17.69895325,12.81146999,17.1151652,12.6677826,14.58640551,12.33195612,15.77249134,12.76847597,5.304347826,-2.630434783,1.654796783,2.195208847
2017,1396.213019,6495.67076,2796.819052,8483.736382,1046.878743,5526.194072,2571.113476,8571.768839,0.66,0.53,0.06,0.02,0.22,0.46,0.37,0.1,0.09,34.751,4.961,3.476,481.296,4.941,57.874,0.557,13.851,5.345,1.142,58.254,3.063,70.03807823,1.90535801,112,0.01,10.99336957,9.374846225,5.583146281,5.318996187,11.94,6.16,5.13,5.4,6.154457084,0.066412359,0.076256443,0.346147209,0.028795864,0.839023589,0.88,-0.34,113.6666667,75,156,93.66666667,59,57.26666667,201,206,184,207,208,197,183,-0.399824795,-4.605170186,-2.445589787,2.664968711,5.43298008,4.140748946,3.583841109,0.857601736,0.05115641,1.754619922,4.996764792,-0.233967545,13.14047831,16.99095039,12.99012486,15.59837979,12.37187094,14.34064433,0.693147181,1.945910149,12.46702823,-1.434782609,-7.565217391,1.307609878,0.827733769
2018,,,2829.937243,8470.193016,1044.676379,5190.314956,2602.824461,8491.409119,0.66,0.56,0.67,0.61,0.35,0.14,0.39,0.09,0.09,,,,,,,,,,,,,NA,2.202318793,104,0.04,10.47434783,,,5.132665021,13.25,5.88,5.76,5.88,6.020824859,0.025756619,0.060809798,0.363871425,0.019824748,0.933894339,0.523333333,-0.92,157.3333333,191.6666667,212,242.6666667,56.06666667,27,202,204,191,203,200,200,180,2.300189726,-4.605170186,-3.684389549,2.5945455,5.309183305,1.833067346,4.401020571,-0.468005627,0.67851566,1.709056977,3.696585313,1.359754653,13.17751044,17.70161896,12.88363146,17.31120421,14.38398754,14.53381463,12.4223245,14.71275669,13.1645796,16.61956522,9.543478261,0.819520329,0.882647202
2019,1627.935694,8112.617543,2854.364541,8446.342948,1057.510522,4886.497701,2630.763659,8273.025822,0.71,0.53,0.34,0.77,0,0.43,0.42,0.45,0.03,126.777,1.761,24.219,63.815,0.452,60.42,0.11,3.339,0.459,3.284,51.476,6.656,76.57110149,1.583313072,168,0.06,12.10141304,9.881981528,5.592911485,5.136202653,12.91,6.79,6.01,6.17,6.451123596,0.019301507,0.049648801,0.138871086,0.011243889,0.877971862,0.546666667,0.75,234.6666667,110.6666667,207,51.1,186.2666667,87.26666667,200,200,189,207,206,193,174,3.314935269,-4.605170186,-4.605170186,2.195973795,4.454712636,3.456581236,4.669617609,0.864997437,-4.605170186,3.514660731,3.981321663,2.835036681,12.58039446,16.95119667,12.99760255,16.89848881,11.87438992,14.86982468,0,0,12.11800617,3.739130435,2.293478261,1.923265456,1.928943459
2020,,,2871.838198,8477.473396,1079.553986,4691.626482,2664.701124,8050.384919,NA,NA,NA,NA,NA,NA,NA,0.27,NA,,,,,,,,,,,,,53.61265276,2.009977293,128,0.03,11.5198913,,,5.312958039,12.88,6.57,5.41,5.93,5.761584039,0.027478452,0.029476391,0.263565081,0.0113,0.905586454,0.02,0.5,183.3333333,275,60.66666667,326.6666667,497.3333333,69.2,,,,,,,,,,,,,,4.556630241,1.053814146,-1.672225586,2.996803129,5.272656276,2.040386958,12.44223113,17.999226,12.63241823,17.08052526,11.92513445,14.53467094,11.34396229,14.09424396,12.71272457,3.347826087,-4.27173913,1.173080343,1.133375489
2021,1794.300592,5396.143992,2892.01759,8559.466039,1105.686391,4553.288984,2698.546671,7939.278441,0.63,0.32,0.35,0.81,0.12,0.34,0.55,0.36,0.02,27.896,3.393,3.095,17.047,1.032,13.242,0.5,5.227,2.13,2.613,42.08,0.855,45.83810734,1.431488266,152,0.05,10.42857143,8.819142972,5.296933094,5.15729789,10.99,5.91,5.19,5,5.544821429,0.013266869,0.0257,0.2,0.03,0.937792168,-0.533333333,-1.05,136.3333333,429.6666667,65,326.8666667,229.5333333,19.7,197,198,188,209,199,192,179,1.569852133,-4.605170186,-3.272144754,2.128856511,5.984629365,4.923327328,,,,,,,11.39234978,17.0140253,11.38842743,16.53822918,11.52466627,13.14042135,10.59913161,13.85788303,10.74978491,4.413043478,-0.923913043,0.734123114,0.50374336
2022,,,2903.11331,8636.834871,1125.529768,4493.994115,2728.942112,7889.413283,0.74,0.54,0.71,0.71,0.68,0.25,0.42,0.34,0.11,,,,,,,,,,,,,66.59928456,1.764784358,144,0.0429,10.80478261,,,5.170800013,,5.73,,5.43,6.090191781,0.038,,0.26,,0.872483221,-1.44,-0.97,165.6666667,187.6666667,73.33333333,44.66666667,38.86666667,64.36666667,195,201,187,209,199,193,175,0.553612087,-4.605170186,-4.605170186,2.053803169,4.756939318,1.962268476,3.224437828,0.770686758,-1.514696076,2.225298999,4.498909404,0.567491833,,,,,,,,,,6.608695652,-2.27173913,-0.291589349,0.825787229
